,Protocollo,Longitude,Latitude,NaturaIncidente,DataOraIncidente,CondizioneAtmosferica,Municipio
36875,5075573,12.5207,41.9347,C2,2020-10-01,Nuvoloso,Municipio II
36876,5075595,12.6643,41.9164,C5,2020-10-01,Nuvoloso,Municipio VI
36877,5075607,12.6694,41.8647,C2,2020-10-01,Pioggia in atto,Municipio VI
36878,5075607,12.6694,41.8647,C2,2020-10-01,Pioggia in atto,Municipio VI
36879,5075610,12.6211,41.8874,C4,2020-10-01,Nuvoloso,Municipio VI
36880,5075610,12.6211,41.8874,C4,2020-10-01,Nuvoloso,Municipio VI
36881,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36882,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36883,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36884,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36885,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36886,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36887,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36888,5075611,12.6733,41.9233,C4,2020-10-01,Sereno,Municipio VI
36889,5075612,12.4716,41.9089,C5,2020-10-01,Nuvoloso,Municipio I
36890,5075613,12.4824,41.8836,C5,2020-10-01,Vento forte,Municipio I
36891,5075614,12.6377,41.8677,C2,2020-10-01,Nuvoloso,Municipio VI
36892,5075614,12.6377,41.8677,C2,2020-10-01,Nuvoloso,Municipio VI
36893,5075614,12.6377,41.8677,C2,2020-10-01,Nuvoloso,Municipio VI
36894,5075616,12.6724,41.8765,C8,2020-10-01,Nuvoloso,Municipio VI
36895,5075616,12.6724,41.8765,C8,2020-10-01,Nuvoloso,Municipio VI
36896,5075616,12.6724,41.8765,C8,2020-10-01,Nuvoloso,Municipio VI
36897,5075616,12.6724,41.8765,C8,2020-10-01,Nuvoloso,Municipio VI
36898,5075619,12.596,41.8676,C3,2020-10-01,Nuvoloso,Municipio VI
36899,5075619,12.596,41.8676,C3,2020-10-01,Nuvoloso,Municipio VI
36900,5075621,12.689,41.8648,C2,2020-10-01,Nuvoloso,Municipio VI
36901,5075621,12.689,41.8648,C2,2020-10-01,Nuvoloso,Municipio VI
36902,5075621,12.689,41.8648,C2,2020-10-01,Nuvoloso,Municipio VI
36903,5075650,12.4709,41.9101,C5,2020-10-01,Nuvoloso,Municipio I
36904,5075650,12.4709,41.9101,C5,2020-10-01,Nuvoloso,Municipio I
36905,5075658,12.5552,41.9331,C5,2020-10-01,Nuvoloso,Municipio IV
36906,5075681,12.586,41.9376,C3,2020-10-01,Nuvoloso,Municipio IV
36907,5075681,12.586,41.9376,C3,2020-10-01,Nuvoloso,Municipio IV
36908,5075698,12.5688,41.9133,C2,2020-10-01,Nuvoloso,Municipio IV
36909,5075698,12.5688,41.9133,C2,2020-10-01,Nuvoloso,Municipio IV
36910,5075698,12.5688,41.9133,C2,2020-10-01,Nuvoloso,Municipio IV
36911,5075698,12.5688,41.9133,C2,2020-10-01,Nuvoloso,Municipio IV
36912,5075702,,,C5,2020-10-01,Nuvoloso,
36913,5075702,,,C5,2020-10-01,Nuvoloso,
36914,5075712,12.4722,41.8866,C5,2020-10-01,Vento forte,Municipio I
36915,5075715,12.5448,41.9165,C4,2020-10-01,Sereno,Municipio IV
36916,5075715,12.5448,41.9165,C4,2020-10-01,Sereno,Municipio IV
36917,5075715,12.5448,41.9165,C4,2020-10-01,Sereno,Municipio IV
36918,5075715,12.5448,41.9165,C4,2020-10-01,Sereno,Municipio IV
36919,5075715,12.5448,41.9165,C4,2020-10-01,Sereno,Municipio IV
36920,5075725,12.4804,41.9971,C3,2020-10-01,Sereno,Municipio XV
36921,5075725,12.4804,41.9971,C3,2020-10-01,Sereno,Municipio XV
36922,5075746,12.6458,41.9474,C2,2020-10-01,Nuvoloso,
36923,5075746,12.6458,41.9474,C2,2020-10-01,Nuvoloso,
36924,5075756,12.4137,41.9828,C8,2020-10-01,Sereno,Municipio XV
36925,5075756,12.4137,41.9828,C8,2020-10-01,Sereno,Municipio XV
36926,5075756,12.4137,41.9828,C8,2020-10-01,Sereno,Municipio XV
36927,5075756,12.4137,41.9828,C8,2020-10-01,Sereno,Municipio XV
36928,5075756,12.4137,41.9828,C8,2020-10-01,Sereno,Municipio XV
36929,5075758,12.6456,41.947,C8,2020-10-01,Nuvoloso,
36930,5075758,12.6456,41.947,C8,2020-10-01,Nuvoloso,
36931,5075758,12.6456,41.947,C8,2020-10-01,Nuvoloso,
36932,5075776,12.5341,41.9073,C5,2020-10-01,Pioggia in atto,Municipio IV
36933,5075790,12.5276,41.922,C5,2020-10-01,Nuvoloso,Municipio IV
36934,5075846,,,C5,2020-10-01,,
36935,5075848,12.3016,41.7297,C8,2020-10-01,Nuvoloso,Municipio X
36936,5075848,12.3016,41.7297,C8,2020-10-01,Nuvoloso,Municipio X
36937,5075851,12.2791,41.7333,C4,2020-10-01,Nuvoloso,Municipio X
36938,5075851,12.2791,41.7333,C4,2020-10-01,Nuvoloso,Municipio X
36939,5075852,12.3299,41.7577,C5,2020-10-01,Vento forte,Municipio X
36940,5075855,12.2845,41.7295,C8,2020-10-01,Pioggia in atto,Municipio X
36941,5075855,12.2845,41.7295,C8,2020-10-01,Pioggia in atto,Municipio X
36942,5075855,12.2845,41.7295,C8,2020-10-01,Pioggia in atto,Municipio X
36943,5075855,12.2845,41.7295,C8,2020-10-01,Pioggia in atto,Municipio X
36944,5075859,12.4784,41.9384,C5,2020-10-01,Vento forte,Municipio XV
36945,5075865,12.4552,41.9947,C6,2020-10-01,Nuvoloso,Municipio XV
36946,5075886,12.4411,41.9404,C5,2020-10-01,Vento forte,Municipio XIV
36947,5075893,12.4731,41.9374,C2,2020-10-01,Pioggia in atto,Municipio XV
36948,5075893,12.4731,41.9374,C2,2020-10-01,Pioggia in atto,Municipio XV
36949,5075913,12.4561,41.9064,C5,2020-10-01,Nuvoloso,Municipio I
36950,5075932,12.4948,41.9112,C5,2020-10-01,Pioggia in atto,Municipio II
36951,5075932,12.4948,41.9112,C5,2020-10-01,Pioggia in atto,Municipio II
36952,5076000,12.4538,41.9111,C1,2020-10-01,Nuvoloso,Municipio I
36953,5076000,12.4538,41.9111,C1,2020-10-01,Nuvoloso,Municipio I
36954,5076123,12.5122,41.9159,C2,2020-10-01,Nuvoloso,Municipio II
36955,5076123,12.5122,41.9159,C2,2020-10-01,Nuvoloso,Municipio II
36956,5076131,12.5271,41.9248,C4,2020-10-01,Pioggia in atto,Municipio II
36957,5076131,12.5271,41.9248,C4,2020-10-01,Pioggia in atto,Municipio II
36958,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36959,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36960,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36961,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36962,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36963,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36964,5076136,12.5014,41.9096,C4,2020-10-01,Nuvoloso,Municipio II
36965,5076140,12.5652,41.8536,C2,2020-10-01,Nuvoloso,Municipio VII
36966,5076140,12.5652,41.8536,C2,2020-10-01,Nuvoloso,Municipio VII
36967,5076141,12.5177,41.9069,C2,2020-10-01,Nuvoloso,Municipio II
36968,5076141,12.5177,41.9069,C2,2020-10-01,Nuvoloso,Municipio II
36969,5076141,12.5177,41.9069,C2,2020-10-01,Nuvoloso,Municipio II
36970,5076147,12.521,41.9095,C2,2020-10-01,Sereno,Municipio II
36971,5076147,12.521,41.9095,C2,2020-10-01,Sereno,Municipio II
36972,5076151,12.5209,41.898,C5,2020-10-01,Nuvoloso,Municipio II
36973,5076151,12.5209,41.898,C5,2020-10-01,Nuvoloso,Municipio II
36974,5076162,12.5167,41.9206,C8,2020-10-01,Sereno,Municipio II
36975,5076162,12.5167,41.9206,C8,2020-10-01,Sereno,Municipio II
36976,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36977,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36978,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36979,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36980,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36981,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36982,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36983,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36984,5076708,12.5648,41.8976,,2020-10-01,Sereno,Municipio V
36985,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36986,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36987,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36988,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36989,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36990,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36991,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36992,5076770,12.5331,41.865,C8,2020-10-01,Nuvoloso,Municipio VII
36993,5076771,12.3544,41.7842,C8,2020-10-01,Pioggia in atto,Municipio X
36994,5076771,12.3544,41.7842,C8,2020-10-01,Pioggia in atto,Municipio X
36995,5076771,12.3544,41.7842,C8,2020-10-01,Pioggia in atto,Municipio X
36996,5076771,12.3544,41.7842,C8,2020-10-01,Pioggia in atto,Municipio X
36997,5076778,12.5166,41.8872,C3,2020-10-01,Sereno,Municipio VII
36998,5076778,12.5166,41.8872,C3,2020-10-01,Sereno,Municipio VII
36999,5076783,12.4701,41.9656,C7,2020-10-01,Nuvoloso,Municipio XV
37000,5076785,12.5051,41.8731,C4,2020-10-01,Sereno,Municipio VII
37001,5076785,12.5051,41.8731,C4,2020-10-01,Sereno,Municipio VII
37002,5076785,12.5051,41.8731,C4,2020-10-01,Sereno,Municipio VII
37003,5076787,12.4716,41.9399,C8,2020-10-01,Pioggia in atto,Municipio XV
37004,5076787,12.4716,41.9399,C8,2020-10-01,Pioggia in atto,Municipio XV
37005,5076787,12.4716,41.9399,C8,2020-10-01,Pioggia in atto,Municipio XV
37006,5076791,12.2757,41.7365,C8,2020-10-01,Pioggia in atto,Municipio X
37007,5076791,12.2757,41.7365,C8,2020-10-01,Pioggia in atto,Municipio X
37008,5076791,12.2757,41.7365,C8,2020-10-01,Pioggia in atto,Municipio X
37009,5076791,12.2757,41.7365,C8,2020-10-01,Pioggia in atto,Municipio X
37010,5076792,12.4477,41.9626,C5,2020-10-01,Pioggia in atto,Municipio XV
37011,5076794,12.529,41.8744,C2,2020-10-01,Nuvoloso,Municipio VII
37012,5076794,12.529,41.8744,C2,2020-10-01,Nuvoloso,Municipio VII
37013,5076796,,,C8,2020-10-01,Nuvoloso,
37014,5076796,,,C8,2020-10-01,Nuvoloso,
37015,5076799,12.4718,41.9009,C3,2020-10-01,Sole radente,Municipio I
37016,5076799,12.4718,41.9009,C3,2020-10-01,Sole radente,Municipio I
37017,5076801,,,C4,2020-10-01,,
37018,5076801,,,C4,2020-10-01,,
37019,5076805,12.4741,41.8899,C4,2020-10-01,Nuvoloso,Municipio I
37020,5076805,12.4741,41.8899,C4,2020-10-01,Nuvoloso,Municipio I
37021,5076808,12.4743,41.8903,C2,2020-10-01,Nuvoloso,Municipio I
37022,5076808,12.4743,41.8903,C2,2020-10-01,Nuvoloso,Municipio I
37023,5076808,12.4743,41.8903,C2,2020-10-01,Nuvoloso,Municipio I
37024,5076811,12.5019,41.904,C8,2020-10-01,Nuvoloso,Municipio I
37025,5076811,12.5019,41.904,C8,2020-10-01,Nuvoloso,Municipio I
37026,5076811,12.5019,41.904,C8,2020-10-01,Nuvoloso,Municipio I
37027,5076813,12.4798,41.9001,C2,2020-10-01,Pioggia in atto,Municipio I
37028,5076813,12.4798,41.9001,C2,2020-10-01,Pioggia in atto,Municipio I
37032,5076818,12.5265,41.8763,C4,2020-10-01,Nuvoloso,Municipio VII
37033,5076818,12.5265,41.8763,C4,2020-10-01,Nuvoloso,Municipio VII
37034,5076818,12.5265,41.8763,C4,2020-10-01,Nuvoloso,Municipio VII
37035,5076818,12.5265,41.8763,C4,2020-10-01,Nuvoloso,Municipio VII
37036,5076822,12.4413,41.9377,C8,2020-10-01,Pioggia in atto,Municipio XIV
37037,5076822,12.4413,41.9377,C8,2020-10-01,Pioggia in atto,Municipio XIV
37038,5076822,12.4413,41.9377,C8,2020-10-01,Pioggia in atto,Municipio XIV
37039,5076827,12.3048,41.7604,C4,2020-10-01,Nuvoloso,Municipio X
37040,5076827,12.3048,41.7604,C4,2020-10-01,Nuvoloso,Municipio X
37041,5076827,12.3048,41.7604,C4,2020-10-01,Nuvoloso,Municipio X
37042,5076827,12.3048,41.7604,C4,2020-10-01,Nuvoloso,Municipio X
37043,5076827,12.3048,41.7604,C4,2020-10-01,Nuvoloso,Municipio X
37044,5076831,12.5277,41.8706,,2020-10-01,Nuvoloso,Municipio VII
37045,5076831,12.5277,41.8706,,2020-10-01,Nuvoloso,Municipio VII
37046,5076831,12.5277,41.8706,,2020-10-01,Nuvoloso,Municipio VII
37047,5076845,12.513,41.8815,C5,2020-10-01,Nuvoloso,Municipio VII
37048,5076849,12.5098,41.8811,C2,2020-10-01,Nuvoloso,Municipio VII
37049,5076849,12.5098,41.8811,C2,2020-10-01,Nuvoloso,Municipio VII
37050,5076849,12.5098,41.8811,C2,2020-10-01,Nuvoloso,Municipio VII
37051,5076849,12.5098,41.8811,C2,2020-10-01,Nuvoloso,Municipio VII
37052,5076859,12.3725,41.7385,C8,2020-10-01,Sereno,Municipio X
37053,5076859,12.3725,41.7385,C8,2020-10-01,Sereno,Municipio X
37054,5076860,12.5162,41.9364,C5,2020-10-01,Pioggia in atto,Municipio II
37055,5076860,12.5162,41.9364,C5,2020-10-01,Pioggia in atto,Municipio II
37056,5076863,12.555,41.8564,C2,2020-10-01,Nuvoloso,Municipio VII
37057,5076863,12.555,41.8564,C2,2020-10-01,Nuvoloso,Municipio VII
37058,5076875,12.4854,41.9857,C7,2020-10-01,Nuvoloso,Municipio XV
37059,5076877,12.5114,41.9297,C5,2020-10-01,Nuvoloso,Municipio II
37060,5076877,12.5114,41.9297,C5,2020-10-01,Nuvoloso,Municipio II
37061,5076889,12.2797,41.7344,C2,2020-10-01,Nuvoloso,Municipio X
37062,5076889,12.2797,41.7344,C2,2020-10-01,Nuvoloso,Municipio X
37063,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37064,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37065,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37066,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37067,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37068,5076911,12.5386,41.8794,C8,2020-10-01,Pioggia in atto,Municipio V
37069,5076967,12.5007,41.8942,C2,2020-10-01,Pioggia in atto,Municipio I
37070,5076967,12.5007,41.8942,C2,2020-10-01,Pioggia in atto,Municipio I
37071,5077136,12.4852,41.9087,C5,2020-10-01,Pioggia in atto,Municipio II
37072,5077154,12.5121,41.8844,C8,2020-10-01,Pioggia in atto,Municipio VII
37073,5077154,12.5121,41.8844,C8,2020-10-01,Pioggia in atto,Municipio VII
37074,5077154,12.5121,41.8844,C8,2020-10-01,Pioggia in atto,Municipio VII
37075,5077154,12.5121,41.8844,C8,2020-10-01,Pioggia in atto,Municipio VII
37076,5077154,12.5121,41.8844,C8,2020-10-01,Pioggia in atto,Municipio VII
37077,5077169,12.5281,41.87,,2020-10-01,Sereno,Municipio VII
37078,5077169,12.5281,41.87,,2020-10-01,Sereno,Municipio VII
37079,5077169,12.5281,41.87,,2020-10-01,Sereno,Municipio VII
37080,5077587,12.6043,41.8472,C8,2020-10-01,Sereno,Municipio VII
37081,5077587,12.6043,41.8472,C8,2020-10-01,Sereno,Municipio VII
37082,5077587,12.6043,41.8472,C8,2020-10-01,Sereno,Municipio VII
37083,5077587,12.6043,41.8472,C8,2020-10-01,Sereno,Municipio VII
37084,5077587,12.6043,41.8472,C8,2020-10-01,Sereno,Municipio VII
37085,5077593,12.5982,41.846,C5,2020-10-01,Pioggia in atto,Municipio VII
37086,5077604,12.357,41.8362,C2,2020-10-01,Pioggia in atto,Municipio XI
37087,5077604,12.357,41.8362,C2,2020-10-01,Pioggia in atto,Municipio XI
37088,5077604,12.357,41.8362,C2,2020-10-01,Pioggia in atto,Municipio XI
37089,5077614,12.4555,41.8462,C2,2020-10-01,Nuvoloso,Municipio XI
37090,5077614,12.4555,41.8462,C2,2020-10-01,Nuvoloso,Municipio XI
37091,5077614,12.4555,41.8462,C2,2020-10-01,Nuvoloso,Municipio XI
37092,5077614,12.4555,41.8462,C2,2020-10-01,Nuvoloso,Municipio XI
37093,5077616,12.5024,41.8976,C2,2020-10-01,Nuvoloso,Municipio I
37094,5077616,12.5024,41.8976,C2,2020-10-01,Nuvoloso,Municipio I
37095,5077616,12.5024,41.8976,C2,2020-10-01,Nuvoloso,Municipio I
37096,5077628,12.4989,41.8332,,2020-10-01,Pioggia in atto,Municipio VIII
37097,5077628,12.4989,41.8332,,2020-10-01,Pioggia in atto,Municipio VIII
37098,5077628,12.4989,41.8332,,2020-10-01,Pioggia in atto,Municipio VIII
37099,5077628,12.4989,41.8332,,2020-10-01,Pioggia in atto,Municipio VIII
37100,5077628,12.4989,41.8332,,2020-10-01,Pioggia in atto,Municipio VIII
37101,5077632,,,C3,2020-10-01,,
37102,5077632,,,C3,2020-10-01,,
37103,5077664,12.3941,41.8233,C1,2020-10-01,Nuvoloso,Municipio XI
37104,5077664,12.3941,41.8233,C1,2020-10-01,Nuvoloso,Municipio XI
37105,5077687,,,C4,2020-10-01,,
37106,5077691,12.559,41.895,C4,2020-10-01,Nuvoloso,Municipio V
37107,5077691,12.559,41.895,C4,2020-10-01,Nuvoloso,Municipio V
37108,5077691,12.559,41.895,C4,2020-10-01,Nuvoloso,Municipio V
37109,5077694,12.3978,41.9209,,2020-10-01,Nuvoloso,Municipio XIV
37110,5077694,12.3978,41.9209,,2020-10-01,Nuvoloso,Municipio XIV
37111,5077694,12.3978,41.9209,,2020-10-01,Nuvoloso,Municipio XIV
37112,5077695,12.4675,41.871,C2,2020-10-01,Sereno,Municipio XI
37113,5077695,12.4675,41.871,C2,2020-10-01,Sereno,Municipio XI
37114,5077695,12.4675,41.871,C2,2020-10-01,Sereno,Municipio XI
37115,5077695,12.4675,41.871,C2,2020-10-01,Sereno,Municipio XI
37116,5077695,12.4675,41.871,C2,2020-10-01,Sereno,Municipio XI
37117,5077701,12.4722,41.9491,C5,2020-10-01,Pioggia in atto,Municipio XV
37118,5077703,12.5182,41.8288,C7,2020-10-01,Pioggia in atto,Municipio VIII
37119,5077713,12.4775,41.8569,C4,2020-10-01,Sereno,Municipio VIII
37120,5077713,12.4775,41.8569,C4,2020-10-01,Sereno,Municipio VIII
37121,5077713,12.4775,41.8569,C4,2020-10-01,Sereno,Municipio VIII
37122,5077713,12.4775,41.8569,C4,2020-10-01,Sereno,Municipio VIII
37123,5077714,12.4531,41.9524,C5,2020-10-01,Pioggia in atto,Municipio XV
37124,5077714,12.4531,41.9524,C5,2020-10-01,Pioggia in atto,Municipio XV
37125,5077724,12.4401,41.8563,C4,2020-10-01,Pioggia in atto,Municipio XII
37126,5077724,12.4401,41.8563,C4,2020-10-01,Pioggia in atto,Municipio XII
37127,5077730,12.5315,41.8718,C8,2020-10-01,Nuvoloso,Municipio VII
37128,5077730,12.5315,41.8718,C8,2020-10-01,Nuvoloso,Municipio VII
37129,5077730,12.5315,41.8718,C8,2020-10-01,Nuvoloso,Municipio VII
37130,5077748,12.4846,41.9496,C7,2020-10-01,Nuvoloso,Municipio XV
37131,5077749,12.4845,41.9496,C7,2020-10-01,Nuvoloso,Municipio XV
37132,5077749,12.4845,41.9496,C7,2020-10-01,Nuvoloso,Municipio XV
37133,5077762,12.4196,41.8317,C8,2020-10-01,Nuvoloso,Municipio XI
37134,5077762,12.4196,41.8317,C8,2020-10-01,Nuvoloso,Municipio XI
37135,5077768,12.5477,41.8866,C8,2020-10-01,Nuvoloso,Municipio V
37136,5077768,12.5477,41.8866,C8,2020-10-01,Nuvoloso,Municipio V
37137,5077768,12.5477,41.8866,C8,2020-10-01,Nuvoloso,Municipio V
37138,5077770,12.5171,41.7958,C5,2020-10-01,Nuvoloso,Municipio IX
37139,5077780,12.4341,41.845,C2,2020-10-01,Nuvoloso,Municipio XI
37140,5077780,12.4341,41.845,C2,2020-10-01,Nuvoloso,Municipio XI
37141,5077782,12.4153,41.9201,C3,2020-10-01,Sereno,Municipio XIV
37142,5077782,12.4153,41.9201,C3,2020-10-01,Sereno,Municipio XIV
37143,5077786,12.3802,41.7378,C8,2020-10-01,Pioggia in atto,Municipio X
37144,5077786,12.3802,41.7378,C8,2020-10-01,Pioggia in atto,Municipio X
37145,5077786,12.3802,41.7378,C8,2020-10-01,Pioggia in atto,Municipio X
37146,5077786,12.3802,41.7378,C8,2020-10-01,Pioggia in atto,Municipio X
37147,5077786,12.3802,41.7378,C8,2020-10-01,Pioggia in atto,Municipio X
37148,5077787,12.2907,42.0759,C5,2020-10-01,Pioggia in atto,
37149,5077790,12.4411,41.9404,C3,2020-10-01,Pioggia in atto,Municipio XIV
37150,5077790,12.4411,41.9404,C3,2020-10-01,Pioggia in atto,Municipio XIV
37151,5077791,12.5095,41.8844,C4,2020-10-01,Nuvoloso,Municipio VII
37152,5077791,12.5095,41.8844,C4,2020-10-01,Nuvoloso,Municipio VII
37153,5077791,12.5095,41.8844,C4,2020-10-01,Nuvoloso,Municipio VII
37154,5077806,12.448,41.8242,C3,2020-10-01,Sereno,Municipio IX
37155,5077806,12.448,41.8242,C3,2020-10-01,Sereno,Municipio IX
37156,5077815,12.4922,41.8562,C2,2020-10-01,Nuvoloso,Municipio VIII
37157,5077815,12.4922,41.8562,C2,2020-10-01,Nuvoloso,Municipio VIII
37158,5077815,12.4922,41.8562,C2,2020-10-01,Nuvoloso,Municipio VIII
37159,5077819,12.4457,41.9211,C3,2020-10-01,Nuvoloso,Municipio XIV
37160,5077819,12.4457,41.9211,C3,2020-10-01,Nuvoloso,Municipio XIV
37161,5077821,12.4846,41.9496,C7,2020-10-01,Nuvoloso,Municipio XV
37162,5077826,12.4427,41.8481,C5,2020-10-01,Pioggia in atto,Municipio XI
37163,5077827,12.5847,41.8928,C5,2020-10-01,Sereno,Municipio V
37164,5077827,12.5847,41.8928,C5,2020-10-01,Sereno,Municipio V
37165,5077833,12.5158,41.9651,C3,2020-10-01,Nuvoloso,Municipio III
37166,5077833,12.5158,41.9651,C3,2020-10-01,Nuvoloso,Municipio III
37167,5077837,12.4157,41.9129,C5,2020-10-01,Nuvoloso,Municipio XIV
37168,5077838,12.4377,41.8206,C5,2020-10-01,Pioggia in atto,Municipio IX
37169,5077841,12.4411,41.9404,C5,2020-10-01,Pioggia in atto,Municipio XIV
37170,5077843,12.4815,41.7874,C2,2020-10-01,Sereno,Municipio IX
37171,5077843,12.4815,41.7874,C2,2020-10-01,Sereno,Municipio IX
37172,5077843,12.4815,41.7874,C2,2020-10-01,Sereno,Municipio IX
37173,5077843,12.4815,41.7874,C2,2020-10-01,Sereno,Municipio IX
37174,5077843,12.4815,41.7874,C2,2020-10-01,Sereno,Municipio IX
37175,5077849,12.4416,41.9204,C2,2020-10-01,Pioggia in atto,Municipio XIV
37176,5077849,12.4416,41.9204,C2,2020-10-01,Pioggia in atto,Municipio XIV
37177,5077849,12.4416,41.9204,C2,2020-10-01,Pioggia in atto,Municipio XIV
37178,5077852,12.4411,41.9404,C5,2020-10-01,Pioggia in atto,Municipio XIV
37179,5077854,12.5342,41.9354,C2,2020-10-01,Nuvoloso,Municipio III
37180,5077854,12.5342,41.9354,C2,2020-10-01,Nuvoloso,Municipio III
37181,5077854,12.5342,41.9354,C2,2020-10-01,Nuvoloso,Municipio III
37182,5077854,12.5342,41.9354,C2,2020-10-01,Nuvoloso,Municipio III
37183,5077857,12.3051,41.7785,C8,2020-10-01,Pioggia in atto,Municipio X
37184,5077857,12.3051,41.7785,C8,2020-10-01,Pioggia in atto,Municipio X
37185,5077857,12.3051,41.7785,C8,2020-10-01,Pioggia in atto,Municipio X
37186,5077857,12.3051,41.7785,C8,2020-10-01,Pioggia in atto,Municipio X
37187,5077858,12.4411,41.9404,C4,2020-10-01,Pioggia in atto,Municipio XIV
37188,5077858,12.4411,41.9404,C4,2020-10-01,Pioggia in atto,Municipio XIV
37189,5077858,12.4411,41.9404,C4,2020-10-01,Pioggia in atto,Municipio XIV
37190,5077858,12.4411,41.9404,C4,2020-10-01,Pioggia in atto,Municipio XIV
37191,5077858,12.4411,41.9404,C4,2020-10-01,Pioggia in atto,Municipio XIV
37192,5077862,12.5418,41.8802,C8,2020-10-01,Sereno,Municipio V
37193,5077862,12.5418,41.8802,C8,2020-10-01,Sereno,Municipio V
37194,5077862,12.5418,41.8802,C8,2020-10-01,Sereno,Municipio V
37195,5077864,12.4411,41.9404,C5,2020-10-01,Nuvoloso,Municipio XIV
37196,5077876,12.4406,41.8885,C5,2020-10-01,Nuvoloso,Municipio XII
37197,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37198,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37199,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37200,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37201,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37202,5077879,12.4173,41.929,C8,2020-10-01,Pioggia in atto,Municipio XIV
37203,5077887,12.381,41.9542,C8,2020-10-01,Pioggia in atto,Municipio XIV
37204,5077887,12.381,41.9542,C8,2020-10-01,Pioggia in atto,Municipio XIV
37205,5077887,12.381,41.9542,C8,2020-10-01,Pioggia in atto,Municipio XIV
37206,5077893,,,C5,2020-09-10,Pioggia in atto,
37207,5077893,,,C5,2020-09-10,Pioggia in atto,
37208,5077896,12.5733,41.8872,C2,2020-10-01,Sereno,Municipio V
37209,5077896,12.5733,41.8872,C2,2020-10-01,Sereno,Municipio V
37210,5077905,12.4196,41.8317,C4,2020-10-01,Nuvoloso,Municipio XI
37211,5077905,12.4196,41.8317,C4,2020-10-01,Nuvoloso,Municipio XI
37212,5077905,12.4196,41.8317,C4,2020-10-01,Nuvoloso,Municipio XI
37213,5077911,,,C4,2020-10-01,Pioggia in atto,
37214,5077911,,,C4,2020-10-01,Pioggia in atto,
37215,5077916,12.4014,41.9544,C5,2020-10-01,Pioggia in atto,Municipio XIV
37216,5077929,12.4014,41.9544,C5,2020-10-01,Pioggia in atto,Municipio XIV
37217,5077929,12.4014,41.9544,C5,2020-10-01,Pioggia in atto,Municipio XIV
37218,5077931,12.4632,41.8403,C5,2020-10-01,Vento forte,Municipio IX
37219,5077942,12.4135,41.9243,C1,2020-10-01,Nuvoloso,Municipio XIV
37220,5077942,12.4135,41.9243,C1,2020-10-01,Nuvoloso,Municipio XIV
37221,5077942,12.4135,41.9243,C1,2020-10-01,Nuvoloso,Municipio XIV
37222,5077942,12.4135,41.9243,C1,2020-10-01,Nuvoloso,Municipio XIV
37223,5077944,12.5679,41.8782,C8,2020-10-01,Nuvoloso,Municipio V
