,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,DataOraIncidente,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni,Severity
0,Autovettura,0,0,0,0,0.0,41.8533,12.4325,2020-01-01 05:00:00,1.0,1,1,1
36119,Autovettura,0,0,5,0,0.0,41.7688,12.4925,2020-09-21 17:10:00,1.0,2,1,1
36120,Autocarro,0,0,5,0,0.0,41.7688,12.4925,2020-09-21 17:10:00,1.0,2,1,1
36121,Autocarro,0,0,5,0,0.0,41.7688,12.4925,2020-09-21 17:10:00,1.0,2,1,1
36122,Autovettura,0,0,3,0,0.0,41.9005,12.5347,2020-09-21 09:40:00,1.0,2,1,1
36123,Autovettura,0,0,3,0,0.0,41.9005,12.5347,2020-09-21 09:40:00,1.0,2,1,1
36124,Autovettura,0,0,3,0,0.0,41.9005,12.5347,2020-09-21 09:40:00,1.0,2,1,1
36125,Autovettura,0,0,1,0,0.0,41.8923,12.5382,2020-09-21 14:40:00,1.0,2,1,1
36126,Autovettura,0,0,1,0,0.0,41.8923,12.5382,2020-09-21 14:40:00,1.0,2,1,1
36127,Autovettura,0,0,1,0,0.0,41.8923,12.5382,2020-09-21 14:40:00,1.0,2,1,1
36128,Autovettura,0,0,5,0,0.0,41.9244,12.5711,2020-09-21 12:35:00,3.0,2,1,1
36118,Autovettura,0,0,5,0,0.0,41.7688,12.4925,2020-09-21 17:10:00,1.0,2,1,1
36129,Autovettura,0,0,5,0,0.0,41.9244,12.5711,2020-09-21 12:35:00,3.0,2,1,1
36131,Autovettura,0,0,5,0,0.0,41.9244,12.5711,2020-09-21 12:35:00,3.0,2,1,1
36132,Autovettura,0,0,5,0,0.0,41.9244,12.5711,2020-09-21 12:35:00,3.0,2,1,1
36133,Autovettura,0,0,1,0,0.0,41.878,12.5712,2020-09-21 11:30:00,1.0,1,0,1
36134,Autovettura,0,0,1,0,0.0,41.8773,12.5785,2020-09-21 20:10:00,3.0,1,1,1
36135,Motociclo,0,0,1,0,0.0,41.8773,12.5785,2020-09-21 20:10:00,3.0,1,1,1
36136,Motociclo,1,0,0,0,0.0,41.8982,12.4385,2020-09-21 15:30:00,1.0,2,1,1
36137,Autovettura,0,0,2,0,0.0,41.9042,12.5895,2020-09-21 11:20:00,1.0,2,1,1
36138,Autovettura,0,0,2,0,0.0,41.9042,12.5895,2020-09-21 11:20:00,1.0,2,1,1
36139,Autovettura,1,0,1,0,0.0,41.8907,12.5921,2020-09-21 11:30:00,1.0,2,0,1
36140,Motociclo,1,0,1,0,0.0,41.8907,12.5921,2020-09-21 11:30:00,1.0,2,0,1
36130,Autovettura,0,0,5,0,0.0,41.9244,12.5711,2020-09-21 12:35:00,3.0,2,1,1
36141,Autocarro,0,0,1,0,0.0,41.9198,12.3847,2020-09-21 21:00:00,2.0,1,1,1
36117,Autovettura,0,0,5,0,0.0,41.7688,12.4925,2020-09-21 17:10:00,1.0,2,1,1
36115,Autovettura,0,0,2,0,0.0,41.9504,12.4672,2020-09-21 12:25:00,1.0,2,1,1
36093,Autovettura,0,0,2,0,0.0,41.7744,12.3331,2020-09-21 10:20:00,1.0,2,0,1
36094,Autovettura,1,0,1,0,0.0,41.7385,12.3725,2020-09-21 19:00:00,1.0,2,0,1
36095,Motociclo,1,0,1,0,0.0,41.7385,12.3725,2020-09-21 19:00:00,1.0,2,0,1
36096,Autovettura,3,0,0,0,0.0,41.7689,12.3198,2020-09-21 20:10:00,1.0,3,0,3
36097,Autovettura,3,0,0,0,0.0,41.7689,12.3198,2020-09-21 20:10:00,1.0,3,0,3
36098,Autovettura,3,0,0,0,0.0,41.7689,12.3198,2020-09-21 20:10:00,1.0,3,0,3
36099,Autovettura,1,0,2,0,0.0,41.8391,12.4617,2020-09-21 11:50:00,1.0,2,1,1
36100,Autovettura,1,0,2,0,0.0,41.8391,12.4617,2020-09-21 11:50:00,1.0,2,1,1
36101,Autovettura,1,0,2,0,0.0,41.8391,12.4617,2020-09-21 11:50:00,1.0,2,1,1
36102,Autocarro,2,0,3,0,0.0,41.8876,12.4901,2020-09-21 08:45:00,2.0,2,0,1
36116,Autovettura,0,0,2,0,0.0,41.9504,12.4672,2020-09-21 12:25:00,1.0,2,1,1
36103,Autovettura,2,0,3,0,0.0,41.8876,12.4901,2020-09-21 08:45:00,2.0,2,0,1
36105,Autovettura,2,0,3,0,0.0,41.8876,12.4901,2020-09-21 08:45:00,2.0,2,0,1
36106,Autovettura,2,0,3,0,0.0,41.8876,12.4901,2020-09-21 08:45:00,2.0,2,0,1
36107,Autovettura,1,0,0,0,0.0,41.9735,12.4413,2020-09-21 19:30:00,1.0,2,1,1
36108,Autovettura,1,0,0,0,0.0,41.9735,12.4413,2020-09-21 19:30:00,1.0,2,1,1
36109,Autovettura,0,0,2,0,0.0,41.8608,12.5701,2020-09-21 12:00:00,1.0,2,0,1
36110,Autovettura,0,0,2,0,0.0,41.8608,12.5701,2020-09-21 12:00:00,1.0,2,0,1
36111,Autovettura,0,0,3,0,0.0,42.0032,12.4815,2020-09-21 17:50:00,1.0,2,0,1
36112,Autovettura,0,0,3,0,0.0,42.0032,12.4815,2020-09-21 17:50:00,1.0,2,0,1
36113,Autovettura,0,0,3,0,0.0,42.0032,12.4815,2020-09-21 17:50:00,1.0,2,0,1
36114,Autovettura,0,0,1,0,0.0,41.8108,12.5817,2020-09-21 18:30:00,1.0,1,0,1
36104,Autovettura,2,0,3,0,0.0,41.8876,12.4901,2020-09-21 08:45:00,2.0,2,0,1
36142,Autovettura,0,0,2,0,0.0,,,2020-09-21 15:00:00,1.0,2,1,1
36143,Autovettura,0,0,2,0,0.0,,,2020-09-21 15:00:00,1.0,2,1,1
36144,Autovettura,0,0,0,0,0.0,41.8813,12.5022,2020-09-20 23:00:00,1.0,1,1,1
36172,Autovettura,0,0,2,0,0.0,41.9616,12.5308,2020-09-21 17:50:00,2.0,1,0,1
36173,Autovettura,0,0,2,0,0.0,41.9616,12.5308,2020-09-21 17:50:00,2.0,1,1,1
36174,Autovettura,0,0,2,0,0.0,41.9616,12.5308,2020-09-21 17:50:00,2.0,1,1,1
36175,Autovettura,0,0,2,0,0.0,41.9616,12.5308,2020-09-21 17:50:00,2.0,1,1,1
36176,Autovettura,0,0,1,0,0.0,41.9554,12.5358,2020-09-22 03:30:00,3.0,1,1,1
36177,Autovettura,2,0,1,0,0.0,41.8899,12.507,2020-09-20 10:20:00,1.0,2,1,2
36178,Motociclo,2,0,1,0,0.0,41.8899,12.507,2020-09-20 10:20:00,1.0,2,1,2
36179,Motociclo,2,0,1,0,0.0,41.8899,12.507,2020-09-20 10:20:00,1.0,2,1,2
36180,Autocarro,1,0,1,0,0.0,,,2020-09-21 16:05:00,1.0,1,1,1
36181,Autovettura,1,0,1,0,0.0,,,2020-09-21 16:05:00,1.0,1,0,1
36171,Autovettura,0,0,2,0,0.0,41.9616,12.5308,2020-09-21 17:50:00,2.0,1,0,1
36182,Autovettura,0,0,0,0,0.0,41.8934,12.5488,2020-09-21 01:20:00,3.0,2,1,1
36184,Autovettura,0,0,2,0,0.0,41.9087,12.4553,2020-09-21 18:10:00,1.0,2,1,1
36185,Autovettura,0,0,2,0,0.0,41.9087,12.4553,2020-09-21 18:10:00,1.0,2,1,1
36186,Autocarro,0,0,2,0,0.0,41.894,12.5743,2020-09-21 10:30:00,1.0,2,1,1
36187,Autovettura,0,0,2,0,0.0,41.894,12.5743,2020-09-21 10:30:00,1.0,2,0,1
36188,Autovettura,0,0,0,0,0.0,41.9311,12.5094,2020-09-21 01:00:00,1.0,1,1,1
36189,Autovettura,1,0,1,0,0.0,41.9222,12.5091,2020-09-21 11:55:00,1.0,2,0,1
36190,Motociclo,1,0,1,0,0.0,41.9222,12.5091,2020-09-21 11:55:00,1.0,2,0,1
36191,Autovettura,0,0,3,0,0.0,41.8877,12.5182,2020-09-22 07:40:00,3.0,3,0,1
36192,Autovettura,0,0,3,0,0.0,41.8877,12.5182,2020-09-22 07:40:00,3.0,3,0,1
36193,Autovettura,0,0,3,0,0.0,41.8877,12.5182,2020-09-22 07:40:00,3.0,3,0,1
36183,Autovettura,0,0,0,0,0.0,41.8934,12.5488,2020-09-21 01:20:00,3.0,2,1,1
36170,Autovettura,1,0,2,0,0.0,41.8941,12.5907,2020-09-21 23:15:00,1.0,2,1,1
36169,Autovettura,1,0,2,0,0.0,41.8941,12.5907,2020-09-21 23:15:00,1.0,2,1,1
36168,Autovettura,1,0,2,0,0.0,41.8941,12.5907,2020-09-21 23:15:00,1.0,2,1,1
36145,Autovettura,0,0,0,0,0.0,41.8813,12.5022,2020-09-20 23:00:00,1.0,1,1,1
36146,Autovettura,0,0,0,0,0.0,41.8813,12.5022,2020-09-20 23:00:00,1.0,1,1,1
36147,Autovettura,0,0,0,0,0.0,41.9239,12.4236,2020-09-21 14:30:00,1.0,2,1,1
36148,Autovettura,0,0,0,0,0.0,41.9239,12.4236,2020-09-21 14:30:00,1.0,2,1,1
36149,Autocarro,0,0,0,0,0.0,41.9239,12.4236,2020-09-21 14:30:00,1.0,2,1,1
36150,Autovettura,1,0,2,0,0.0,41.8836,12.5258,2020-09-21 09:30:00,1.0,1,0,1
36151,Autovettura,1,0,2,0,0.0,41.8836,12.5258,2020-09-21 09:30:00,1.0,1,0,1
36152,Autovettura,1,0,2,0,0.0,41.8836,12.5258,2020-09-21 09:30:00,1.0,1,0,1
36153,Autovettura,1,0,2,0,0.0,41.8836,12.5258,2020-09-21 09:30:00,1.0,1,1,1
36154,Autovettura,1,0,1,0,0.0,41.8785,12.5202,2020-09-21 11:20:00,1.0,2,0,1
36155,Motociclo,1,0,1,0,0.0,41.8785,12.5202,2020-09-21 11:20:00,1.0,2,0,1
36156,Autovettura,1,0,1,0,0.0,41.8782,12.5678,2020-09-21 23:00:00,2.0,1,0,1
36157,Autovettura,1,0,1,0,0.0,41.8782,12.5678,2020-09-21 23:00:00,2.0,1,0,1
36158,Autovettura,1,0,1,0,0.0,41.8782,12.5678,2020-09-21 23:00:00,2.0,1,1,1
36159,Autovettura,0,0,1,0,0.0,,,2020-09-19 05:38:00,1.0,1,1,1
36160,Autovettura,1,0,1,0,0.0,41.9456,12.5594,2020-09-21 13:05:00,1.0,1,0,1
36161,Autovettura,1,0,1,0,0.0,41.9456,12.5594,2020-09-21 13:05:00,1.0,1,0,1
36162,Autovettura,1,0,2,0,0.0,41.9257,12.5739,2020-09-22 06:50:00,3.0,2,1,1
36163,Autocarro,1,0,2,0,0.0,41.9257,12.5739,2020-09-22 06:50:00,3.0,2,0,1
36164,Autocarro,1,0,2,0,0.0,41.9257,12.5739,2020-09-22 06:50:00,3.0,2,0,1
36165,Autovettura,0,0,3,0,0.0,41.9486,12.5258,2020-09-21 15:00:00,3.0,2,0,1
36166,Autovettura,0,0,3,0,0.0,41.9486,12.5258,2020-09-21 15:00:00,3.0,2,1,1
36167,Autovettura,0,0,3,0,0.0,41.9486,12.5258,2020-09-21 15:00:00,3.0,2,0,1
36092,Autocarro,0,0,2,0,0.0,41.7744,12.3331,2020-09-21 10:20:00,1.0,2,0,1
36091,Autovettura,0,0,4,0,0.0,42.0093,12.3787,2020-09-21 12:30:00,1.0,1,0,1
36090,Autovettura,0,0,4,0,0.0,42.0093,12.3787,2020-09-21 12:30:00,1.0,1,0,1
36089,Autovettura,0,0,4,0,0.0,42.0093,12.3787,2020-09-21 12:30:00,1.0,1,0,1
36014,Autovettura,1,0,0,0,0.0,41.8667,12.4411,2020-09-18 17:50:00,1.0,2,1,1
36015,Autovettura,1,0,0,0,0.0,41.8667,12.4411,2020-09-18 17:50:00,1.0,2,1,1
36016,Autovettura,0,0,3,0,0.0,41.8902,12.435,2020-09-18 19:25:00,1.0,2,1,1
36017,Autovettura,0,0,3,0,0.0,41.8902,12.435,2020-09-18 19:25:00,1.0,2,1,1
36018,Autovettura,0,0,3,0,0.0,41.8902,12.435,2020-09-18 19:25:00,1.0,2,1,1
36019,Autovettura,0,0,3,0,0.0,41.8602,12.4517,2020-09-21 12:10:00,1.0,2,1,1
36020,Autovettura,0,0,3,0,0.0,41.8602,12.4517,2020-09-21 12:10:00,1.0,2,1,1
36021,Autovettura,0,0,3,0,0.0,41.8602,12.4517,2020-09-21 12:10:00,1.0,2,1,1
36022,Autovettura,0,0,2,0,0.0,41.8744,12.4467,2020-09-18 19:45:00,1.0,2,1,1
36023,Autovettura,0,0,2,0,0.0,41.8744,12.4467,2020-09-18 19:45:00,1.0,2,1,1
36013,Autovettura,1,0,0,0,0.0,41.7995,12.4415,2020-09-21 07:50:00,2.0,2,0,1
36024,Autovettura,0,0,2,0,0.0,41.9057,12.4695,2020-09-21 07:20:00,1.0,2,1,1
36026,Autovettura,0,0,3,0,0.0,41.8131,12.4858,2020-09-21 12:35:00,1.0,2,0,1
36027,Autovettura,0,0,3,0,0.0,41.8131,12.4858,2020-09-21 12:35:00,1.0,2,0,1
36028,Autovettura,0,0,3,0,0.0,41.8131,12.4858,2020-09-21 12:35:00,1.0,2,1,1
36029,Autovettura,0,0,2,0,0.0,41.8802,12.4505,2020-09-20 01:15:00,1.0,1,1,1
36030,Autovettura,0,0,2,0,0.0,41.8802,12.4505,2020-09-20 01:15:00,1.0,1,1,1
36031,Autovettura,1,0,0,0,0.0,41.8794,12.4165,2020-09-20 03:40:00,1.0,1,0,1
36032,Autovettura,1,0,0,0,0.0,41.8794,12.4165,2020-09-20 03:40:00,1.0,1,1,1
36033,Autovettura,2,0,0,0,0.0,41.8661,12.5453,2020-09-21 14:30:00,1.0,2,1,2
36034,Autovettura,2,0,0,0,0.0,41.8661,12.5453,2020-09-21 14:30:00,1.0,2,1,2
36035,Autovettura,1,0,1,0,0.0,41.8544,12.4582,2020-09-20 10:40:00,1.0,2,1,1
36025,Autocarro,0,0,2,0,0.0,41.9057,12.4695,2020-09-21 07:20:00,1.0,2,1,1
36012,Autovettura,0,0,2,0,0.0,41.8634,12.5623,2020-09-21 13:15:00,1.0,2,0,1
36011,Motociclo,0,0,2,0,0.0,41.8634,12.5623,2020-09-21 13:15:00,1.0,2,0,1
36010,Autovettura,1,0,3,0,0.0,41.8085,12.6103,2020-09-21 13:20:00,1.0,2,0,1
35987,Autovettura,0,0,1,0,0.0,41.9122,12.5175,2020-09-18 15:30:00,1.0,3,1,1
35988,Autovettura,1,0,1,0,0.0,41.8287,12.454,2020-09-21 09:30:00,2.0,2,1,1
35989,Motociclo,1,0,1,0,0.0,41.8287,12.454,2020-09-21 09:30:00,2.0,2,1,1
35990,Autovettura,1,0,2,0,0.0,41.8207,12.4789,2020-09-21 07:28:00,1.0,2,0,1
35991,Autovettura,1,0,2,0,0.0,41.8207,12.4789,2020-09-21 07:28:00,1.0,2,0,1
35992,Autovettura,1,0,2,0,0.0,41.8207,12.4789,2020-09-21 07:28:00,1.0,2,1,1
35993,Autovettura,1,0,0,0,0.0,41.9584,12.3795,2020-09-20 19:50:00,1.0,2,1,1
35994,Autovettura,1,0,0,0,0.0,41.9584,12.3795,2020-09-20 19:50:00,1.0,2,1,1
35995,Autovettura,1,0,0,0,0.0,41.9584,12.3795,2020-09-20 19:50:00,1.0,2,1,1
35996,Autovettura,0,0,4,0,0.0,41.8882,12.5635,2020-09-20 03:10:00,1.0,2,0,1
35997,Autovettura,0,0,4,0,0.0,41.8882,12.5635,2020-09-20 03:10:00,1.0,2,0,1
35998,Autovettura,0,0,4,0,0.0,41.8882,12.5635,2020-09-20 03:10:00,1.0,2,0,1
35999,Autovettura,0,0,4,0,0.0,41.8882,12.5635,2020-09-20 03:10:00,1.0,2,0,1
36000,Autovettura,0,0,4,0,0.0,41.8882,12.5635,2020-09-20 03:10:00,1.0,2,1,1
36001,Motociclo,1,0,0,0,0.0,41.9107,12.4496,2020-09-21 07:20:00,4.0,3,1,1
36002,Autovettura,0,0,2,0,0.0,41.9128,12.5067,2020-09-19 22:00:00,1.0,2,0,1
36003,Autovettura,0,0,2,0,0.0,41.9128,12.5067,2020-09-19 22:00:00,1.0,2,0,1
36004,Motociclo,2,0,2,0,0.0,41.9162,12.5116,2020-09-18 23:15:00,1.0,2,0,1
36005,Motociclo,2,0,2,0,0.0,41.9162,12.5116,2020-09-18 23:15:00,1.0,2,0,1
36006,Autocarro,2,0,2,0,0.0,41.9162,12.5116,2020-09-18 23:15:00,1.0,2,0,1
36007,Autocarro,2,0,2,0,0.0,41.9162,12.5116,2020-09-18 23:15:00,1.0,2,0,1
36008,Motociclo,1,0,3,0,0.0,41.8085,12.6103,2020-09-21 13:20:00,1.0,2,1,1
36009,Autovettura,1,0,3,0,0.0,41.8085,12.6103,2020-09-21 13:20:00,1.0,2,0,1
36036,Autovettura,1,0,1,0,0.0,41.8544,12.4582,2020-09-20 10:40:00,1.0,2,0,1
36194,Autocarro,0,0,3,0,0.0,41.9223,12.5154,2020-09-21 14:50:00,2.0,3,0,1
36037,Autovettura,0,0,1,0,0.0,41.8773,12.4578,2020-09-20 16:00:00,1.0,2,1,1
36039,Autovettura,3,0,2,0,0.0,41.8796,12.4585,2020-09-21 00:20:00,1.0,2,1,3
36067,Autovettura,0,0,3,0,0.0,41.9103,12.6534,2020-09-21 16:15:00,3.0,2,0,1
36068,Autovettura,0,0,3,0,0.0,41.9103,12.6534,2020-09-21 16:15:00,3.0,2,0,1
36069,Autovettura,0,0,4,0,0.0,41.8928,12.625,2020-09-21 20:00:00,3.0,2,0,1
36070,Autovettura,0,0,4,0,0.0,41.8928,12.625,2020-09-21 20:00:00,3.0,2,0,1
36071,Autovettura,0,0,4,0,0.0,41.8928,12.625,2020-09-21 20:00:00,3.0,2,0,1
36072,Autovettura,0,0,4,0,0.0,41.8928,12.625,2020-09-21 20:00:00,3.0,2,0,1
36073,Autovettura,0,0,3,0,0.0,41.8516,12.5479,2020-09-22 02:15:00,2.0,2,0,1
36074,Autovettura,0,0,3,0,0.0,41.8516,12.5479,2020-09-22 02:15:00,2.0,2,0,1
36075,Autovettura,0,0,3,0,0.0,41.8516,12.5479,2020-09-22 02:15:00,2.0,2,0,1
36076,Autovettura,2,0,0,0,0.0,41.8884,12.6976,2020-09-22 02:30:00,1.0,1,0,2
36066,Autovettura,0,0,3,0,0.0,41.9103,12.6534,2020-09-21 16:15:00,3.0,2,0,1
36077,Autovettura,2,0,0,0,0.0,41.8884,12.6976,2020-09-22 02:30:00,1.0,1,1,2
36079,Autovettura,0,0,1,0,0.0,41.8814,12.5604,2020-09-21 23:35:00,2.0,1,1,1
36080,Autovettura,0,0,2,0,0.0,41.7308,12.3491,2020-09-18 16:45:00,1.0,2,1,1
36081,Autocarro,0,0,2,0,0.0,41.7308,12.3491,2020-09-18 16:45:00,1.0,2,1,1
36082,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,0,1
36083,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,0,1
36084,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,0,1
36085,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,0,1
36086,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,1,1
36087,Autovettura,0,0,6,0,0.0,41.7386,12.2694,2020-09-21 12:00:00,1.0,2,0,1
36088,Autovettura,0,0,4,0,0.0,42.0093,12.3787,2020-09-21 12:30:00,1.0,1,0,1
36078,Autovettura,0,0,1,0,0.0,41.8814,12.5604,2020-09-21 23:35:00,2.0,1,0,1
36065,Autovettura,0,0,1,0,0.0,41.8764,12.6281,2020-09-21 14:20:00,1.0,2,0,1
36064,Autovettura,0,0,4,0,0.0,41.8214,12.6092,2020-09-21 23:20:00,1.0,2,0,1
36063,Autovettura,0,0,4,0,0.0,41.8214,12.6092,2020-09-21 23:20:00,1.0,2,0,1
36040,Autovettura,3,0,2,0,0.0,41.8796,12.4585,2020-09-21 00:20:00,1.0,2,0,3
36041,Autovettura,3,0,2,0,0.0,41.8796,12.4585,2020-09-21 00:20:00,1.0,2,0,3
36042,Autovettura,3,0,2,0,0.0,41.8796,12.4585,2020-09-21 00:20:00,1.0,2,0,3
36043,Autovettura,3,0,2,0,0.0,41.8796,12.4585,2020-09-21 00:20:00,1.0,2,0,3
36044,Autovettura,0,0,3,0,0.0,41.8557,12.5674,2020-09-21 17:30:00,1.0,2,0,1
36045,Autovettura,0,0,3,0,0.0,41.8557,12.5674,2020-09-21 17:30:00,1.0,2,0,1
36046,Autovettura,0,0,3,0,0.0,41.8557,12.5674,2020-09-21 17:30:00,1.0,2,0,1
36047,Autovettura,0,0,2,0,0.0,41.8821,12.5731,2020-09-19 09:20:00,1.0,2,1,1
36048,Autovettura,0,0,2,0,0.0,41.8821,12.5731,2020-09-19 09:20:00,1.0,2,1,1
36049,Autovettura,0,0,4,0,0.0,41.8743,12.5457,2020-09-21 01:45:00,1.0,1,0,1
36050,Autovettura,0,0,4,0,0.0,41.8743,12.5457,2020-09-21 01:45:00,1.0,1,0,1
36051,Autovettura,0,0,4,0,0.0,41.8743,12.5457,2020-09-21 01:45:00,1.0,1,0,1
36052,Autovettura,0,0,4,0,0.0,41.8743,12.5457,2020-09-21 01:45:00,1.0,1,1,1
36053,Autovettura,0,0,4,0,0.0,41.8743,12.5457,2020-09-21 01:45:00,1.0,1,1,1
36054,Autocarro,0,0,1,0,0.0,41.9065,12.4613,2020-09-21 15:45:00,1.0,2,1,1
36055,Autocarro,0,0,1,0,0.0,41.9065,12.4613,2020-09-21 15:45:00,1.0,2,1,1
36056,Autovettura,0,0,2,0,0.0,41.7828,12.5404,2020-09-21 13:45:00,1.0,2,1,1
36057,Autovettura,0,0,2,0,0.0,41.7828,12.5404,2020-09-21 13:45:00,1.0,2,0,1
36058,Autovettura,0,0,1,0,0.0,41.8452,12.4601,2020-09-21 15:40:00,1.0,2,0,1
36059,Autocarro,0,0,1,0,0.0,41.8452,12.4601,2020-09-21 15:40:00,1.0,2,1,1
36060,Autovettura,0,0,1,0,0.0,41.8452,12.4601,2020-09-21 15:40:00,1.0,2,1,1
36061,Autovettura,0,0,4,0,0.0,41.8214,12.6092,2020-09-21 23:20:00,1.0,2,0,1
36062,Autovettura,0,0,4,0,0.0,41.8214,12.6092,2020-09-21 23:20:00,1.0,2,0,1
36038,Motociclo,0,0,1,0,0.0,41.8773,12.4578,2020-09-20 16:00:00,1.0,2,1,1
36195,Autovettura,0,0,3,0,0.0,41.9223,12.5154,2020-09-21 14:50:00,2.0,3,1,1
36196,Autovettura,0,0,3,0,0.0,41.9223,12.5154,2020-09-21 14:50:00,2.0,3,0,1
36197,Autovettura,1,0,2,0,0.0,41.9311,12.5166,2020-09-21 17:10:00,2.0,2,0,1
36331,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36332,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36333,Autovettura,1,0,1,0,0.0,41.9428,12.4484,2020-09-22 17:10:00,1.0,3,1,1
36334,Motociclo,1,0,1,0,0.0,41.9428,12.4484,2020-09-22 17:10:00,1.0,3,1,1
36335,Autovettura,0,0,3,0,0.0,41.8914,12.5785,2020-09-22 16:10:00,1.0,2,1,1
36336,Autovettura,0,0,3,0,0.0,41.8914,12.5785,2020-09-22 16:10:00,1.0,2,1,1
36337,Autovettura,0,0,3,0,0.0,41.8914,12.5785,2020-09-22 16:10:00,1.0,2,1,1
36338,Autovettura,0,0,3,0,0.0,42.0628,12.3534,2020-09-22 16:00:00,1.0,2,0,1
36339,Autovettura,0,0,3,0,0.0,42.0628,12.3534,2020-09-22 16:00:00,1.0,2,0,1
36340,Autovettura,0,0,3,0,0.0,42.0628,12.3534,2020-09-22 16:00:00,1.0,2,0,1
36330,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36341,Autovettura,0,0,1,0,0.0,41.9374,12.5341,2020-09-22 11:45:00,1.0,2,1,1
36343,Autocarro,0,0,3,0,0.0,41.8864,12.3866,2020-09-22 06:45:00,2.0,2,0,1
36344,Autocarro,0,0,3,0,0.0,41.8864,12.3866,2020-09-22 06:45:00,2.0,2,0,1
36345,Autovettura,0,0,3,0,0.0,41.8864,12.3866,2020-09-22 06:45:00,2.0,2,0,1
36346,Autovettura,0,0,4,0,0.0,41.9348,12.6092,2020-09-22 17:30:00,1.0,1,1,1
36347,Autovettura,0,0,4,0,0.0,41.9348,12.6092,2020-09-22 17:30:00,1.0,1,1,1
36348,Autovettura,0,0,4,0,0.0,41.9348,12.6092,2020-09-22 17:30:00,1.0,1,1,1
36349,Autovettura,0,0,4,0,0.0,41.9348,12.6092,2020-09-22 17:30:00,1.0,1,1,1
36350,Autovettura,0,0,1,0,0.0,41.9373,12.4664,2020-09-22 08:05:00,2.0,1,0,1
36351,Autovettura,1,0,3,0,0.0,41.9281,12.5446,2020-09-22 23:55:00,1.0,1,0,1
36352,Autovettura,1,0,3,0,0.0,41.9281,12.5446,2020-09-22 23:55:00,1.0,1,0,1
36342,Autovettura,0,0,1,0,0.0,41.9374,12.5341,2020-09-22 11:45:00,1.0,2,1,1
36329,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36328,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36327,Autovettura,0,0,1,0,0.0,41.8618,12.4538,2020-09-23 00:30:00,1.0,2,1,1
36304,Autovettura,0,0,6,0,0.0,41.9176,12.4115,2020-09-22 11:00:00,1.0,1,0,1
36305,Autovettura,0,0,6,0,0.0,41.9176,12.4115,2020-09-22 11:00:00,1.0,1,0,1
36306,Autovettura,0,0,6,0,0.0,41.9176,12.4115,2020-09-22 11:00:00,1.0,1,0,1
36307,Motociclo,0,0,6,0,0.0,41.9176,12.4115,2020-09-22 11:00:00,1.0,1,0,1
36308,Autovettura,0,0,2,0,0.0,41.7523,12.3571,2020-09-22 11:40:00,1.0,2,0,1
36309,Autovettura,0,0,2,0,0.0,41.7523,12.3571,2020-09-22 11:40:00,1.0,2,0,1
36310,Autovettura,0,0,2,0,0.0,41.7772,12.3537,2020-09-22 15:45:00,1.0,2,0,1
36311,Autovettura,0,0,2,0,0.0,41.7772,12.3537,2020-09-22 15:45:00,1.0,2,0,1
36312,Autovettura,0,0,4,0,0.0,41.7317,12.2841,2020-09-22 20:00:00,1.0,2,0,1
36313,Autovettura,0,0,4,0,0.0,41.7317,12.2841,2020-09-22 20:00:00,1.0,2,0,1
36314,Autovettura,0,0,4,0,0.0,41.7317,12.2841,2020-09-22 20:00:00,1.0,2,0,1
36315,Autovettura,0,0,4,0,0.0,41.7317,12.2841,2020-09-22 20:00:00,1.0,2,1,1
36316,Motociclo,1,0,0,0,0.0,41.9189,12.4343,2020-09-22 07:30:00,2.0,2,1,1
36317,Autovettura,0,0,3,0,0.0,41.9462,12.5662,2020-09-22 15:30:00,1.0,2,1,1
36318,Autovettura,0,0,3,0,0.0,41.9462,12.5662,2020-09-22 15:30:00,1.0,2,1,1
36319,Autovettura,0,0,3,0,0.0,41.9462,12.5662,2020-09-22 15:30:00,1.0,2,1,1
36320,Autovettura,0,0,2,0,0.0,41.7846,12.4722,2020-09-22 12:40:00,1.0,1,1,1
36321,Autovettura,0,0,2,0,0.0,41.7846,12.4722,2020-09-22 12:40:00,1.0,1,1,1
36322,Motociclo,1,0,1,0,0.0,41.8469,12.414,2020-09-22 22:45:00,1.0,2,0,1
36323,Autovettura,1,0,1,0,0.0,41.8469,12.414,2020-09-22 22:45:00,1.0,2,0,1
