Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
6013401;15;17/06/2022 09:20;Strada Urbana;VIA ODERISI DA GUBBIO;in prossimità;;del civico n.;221;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.646;418.635;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6013401;15;17/06/2022 09:20;Strada Urbana;VIA ODERISI DA GUBBIO;in prossimità;;del civico n.;221;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.646;418.635;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6013401;15;17/06/2022 09:20;Strada Urbana;VIA ODERISI DA GUBBIO;in prossimità;;del civico n.;221;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.646;418.635;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
6013433;12;17/06/2022 09:55;Statale entro l'abitato;VIA PONTINA;in corrispondenza;;della chilometrica;10.8;;Tamponamento;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.523;417.939;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;Esploso
6013433;12;17/06/2022 09:55;Statale entro l'abitato;VIA PONTINA;in corrispondenza;;della chilometrica;10.8;;Tamponamento;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.523;417.939;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;Esploso
6013433;12;17/06/2022 09:55;Statale entro l'abitato;VIA PONTINA;in corrispondenza;;della chilometrica;10.8;;Tamponamento;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;124.523;417.939;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Esploso
6013507;1;16/06/2022 14:20;Strada Urbana;VIALE DELLE TERME DI CARACALLA;da specificare;;;;prossimità fermata ATAC 73177;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;2;124.952;418.789;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
6013507;1;16/06/2022 14:20;Strada Urbana;VIALE DELLE TERME DI CARACALLA;da specificare;;;;prossimità fermata ATAC 73177;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;2;124.952;418.789;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
6013507;1;16/06/2022 14:20;Strada Urbana;VIALE DELLE TERME DI CARACALLA;da specificare;;;;prossimità fermata ATAC 73177;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;2;124.952;418.789;-1;3;Autovettura privata;Sosta;;;;;;;
6013512;1;16/06/2022 13:30;Strada Urbana;PIAZZA DI PORTA MAGGIORE;in prossimità;;del civico n.;27;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;125.142;418.913;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013512;1;16/06/2022 13:30;Strada Urbana;PIAZZA DI PORTA MAGGIORE;in prossimità;;del civico n.;27;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;125.142;418.913;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013512;1;16/06/2022 13:30;Strada Urbana;PIAZZA DI PORTA MAGGIORE;in prossimità;;del civico n.;27;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;125.142;418.913;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013518;1;16/06/2022 11:00;Strada Urbana;PIAZZA CELIMONTANA;in prossimità;;del civico n.;50;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.972;418.866;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013524;1;16/06/2022 15:15;Strada Urbana;VIA ANTONINIANA;in prossimità;;del civico n.;14;;Tamponamento;Curva a visuale libera;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;124.941;418.773;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013524;1;16/06/2022 15:15;Strada Urbana;VIA ANTONINIANA;in prossimità;;del civico n.;14;;Tamponamento;Curva a visuale libera;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;124.941;418.773;0;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013535;1;17/06/2022 06:00;Strada Urbana;VIA DELLA NAVICELLA;in corrispondenza;;del civico n.;41;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;0;124.978;418.827;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
6013537;17;17/06/2022 11:40;Strada Urbana;VIA DUILIO;all'intersezione con;VIA DEGLI SCIPIONI;VIA DEGLI SCIPIONI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.642;419.101;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6013537;17;17/06/2022 11:40;Strada Urbana;VIA DUILIO;all'intersezione con;VIA DEGLI SCIPIONI;VIA DEGLI SCIPIONI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.642;419.101;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013537;17;17/06/2022 11:40;Strada Urbana;VIA DUILIO;all'intersezione con;VIA DEGLI SCIPIONI;VIA DEGLI SCIPIONI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.642;419.101;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013544;17;17/06/2022 10:00;Strada Urbana;VIA POMPEO MAGNO;in prossimità;;del civico n.;94;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;124.662;419.097;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6013544;17;17/06/2022 10:00;Strada Urbana;VIA POMPEO MAGNO;in prossimità;;del civico n.;94;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;124.662;419.097;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6013546;6;17/06/2022 12:15;Strada Urbana;VIALE GIOVANNI BATTISTA VALENTE;da specificare;;;;f.c. 45;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;0;125.665;418.984;-1;2;Autovettura privata;Sosta;;;;;;;
6013547;1;17/06/2022 09:40;Strada Urbana;PIAZZA DI S. CROCE IN GERUSALEMME;da specificare;;;;altezza BASILICA S. CROCE IN GERUSALEMME;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;125.147;418.886;-1;1;Autovettura di soccorso;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6013547;1;17/06/2022 09:40;Strada Urbana;PIAZZA DI S. CROCE IN GERUSALEMME;da specificare;;;;altezza BASILICA S. CROCE IN GERUSALEMME;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;125.147;418.886;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;
6013557;17;17/06/2022 08:40;Strada Urbana;PIAZZALE MARESCIALLO GIARDINO;all'intersezione semaforizzata con;LUNGOTEVERE MARESCIALLO CADORNA;LUNGOTEVERE MARESCIALLO CADORNA;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;124.579;419.237;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013557;17;17/06/2022 08:40;Strada Urbana;PIAZZALE MARESCIALLO GIARDINO;all'intersezione semaforizzata con;LUNGOTEVERE MARESCIALLO CADORNA;LUNGOTEVERE MARESCIALLO CADORNA;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;124.579;419.237;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013568;17;15/06/2022 15:58;Strada Urbana;VIALE ANGELICO;in corrispondenza;;del civico n.;56;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;124.589;419.194;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013568;17;15/06/2022 15:58;Strada Urbana;VIALE ANGELICO;in corrispondenza;;del civico n.;56;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;124.589;419.194;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013579;1;17/06/2022 04:30;Strada Urbana;VIA GINORI;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;0;124.763;418.785;-1;1;Autovettura privata;In marcia / fermata / arresto;;;;;;;
6013579;1;17/06/2022 04:30;Strada Urbana;VIA GINORI;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;0;124.763;418.785;-1;2;Autovettura privata;Sosta;;;;;;;
6013579;1;17/06/2022 04:30;Strada Urbana;VIA GINORI;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;0;124.763;418.785;-1;3;Autovettura privata;Sosta;;;;;;;
6013579;1;17/06/2022 04:30;Strada Urbana;VIA GINORI;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;0;124.763;418.785;-1;4;Autovettura privata;Sosta;;;;;;;
6013590;18;17/06/2022 14:20;Strada Urbana;VIA AURELIA;in corrispondenza;;del civico n.;457;;Tamponamento;Curva a visuale libera;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;;1;0;0;1;124.284;418.985;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Esente;
6013590;18;17/06/2022 14:20;Strada Urbana;VIA AURELIA;in corrispondenza;;del civico n.;457;;Tamponamento;Curva a visuale libera;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;;1;0;0;1;124.284;418.985;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
6013599;17;16/06/2022 10:15;Strada Urbana;LUNGOTEVERE PRATI;da specificare;;;;fronte civico 5;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;4;124.729;419.043;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013599;17;16/06/2022 10:15;Strada Urbana;LUNGOTEVERE PRATI;da specificare;;;;fronte civico 5;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;4;124.729;419.043;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013599;17;16/06/2022 10:15;Strada Urbana;LUNGOTEVERE PRATI;da specificare;;;;fronte civico 5;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;4;124.729;419.043;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013599;17;16/06/2022 10:15;Strada Urbana;LUNGOTEVERE PRATI;da specificare;;;;fronte civico 5;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;0;0;0;4;124.729;419.043;-1;3;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6013603;1;17/06/2022 02:30;Strada Urbana;VIA PRINCIPE EUGENIO;in corrispondenza;;del civico n.;92;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;7;12.509;418.935;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
6013609;1;17/06/2022 08:40;Strada Urbana;VIA ABRUZZI;in prossimità;;del civico n.;25;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;12.492;419.101;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6013609;1;17/06/2022 08:40;Strada Urbana;VIA ABRUZZI;in prossimità;;del civico n.;25;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;12.492;419.101;-1;2;Autovettura privata;In marcia / fermata / arresto;;;;;;;
6013611;17;16/06/2022 02:30;Strada Urbana;VIA BERNARDINO TELESIO;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;3;12.452;419.114;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013611;17;16/06/2022 02:30;Strada Urbana;VIA BERNARDINO TELESIO;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;3;12.452;419.114;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013611;17;16/06/2022 02:30;Strada Urbana;VIA BERNARDINO TELESIO;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;3;12.452;419.114;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013611;17;16/06/2022 02:30;Strada Urbana;VIA BERNARDINO TELESIO;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;;0;0;0;3;12.452;419.114;-1;4;Veicolo ignoto perchè FUGA;Allontanatosi;;;;;;;
6013617;1;17/06/2022 11:00;Strada Urbana;PIAZZA DI PORTA METRONIA;all'intersezione semaforizzata con;LARGO DELL'AMBA ARADAM;LARGO DELL'AMBA ARADAM;;;Tamponamento;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.983;418.824;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013617;1;17/06/2022 11:00;Strada Urbana;PIAZZA DI PORTA METRONIA;all'intersezione semaforizzata con;LARGO DELL'AMBA ARADAM;LARGO DELL'AMBA ARADAM;;;Tamponamento;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.983;418.824;0;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6013617;1;17/06/2022 11:00;Strada Urbana;PIAZZA DI PORTA METRONIA;all'intersezione semaforizzata con;LARGO DELL'AMBA ARADAM;LARGO DELL'AMBA ARADAM;;;Tamponamento;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.983;418.824;0;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013621;17;16/06/2022 17:40;;VIA MARCANTONIO COLONNA;all'intersezione con;VIA DEGLI SCIPIONI;VIA DEGLI SCIPIONI;;;Scontro frontale/laterale SX fra veicoli in marcia;;;;;;;;;;0;0;0;2;12.467;41.91;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;;Illeso;0;;;
6013621;17;16/06/2022 17:40;;VIA MARCANTONIO COLONNA;all'intersezione con;VIA DEGLI SCIPIONI;VIA DEGLI SCIPIONI;;;Scontro frontale/laterale SX fra veicoli in marcia;;;;;;;;;;0;0;0;2;12.467;41.91;0;2;Autobus urbano;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6013629;17;17/06/2022 08:00;Strada Urbana;VIA DOMENICO MILLELIRE;da specificare;;;;fronte civico 35;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;0;12.446;419.055;-1;1;Autovettura privata;Sosta;;;;;;;
6013629;17;17/06/2022 08:00;Strada Urbana;VIA DOMENICO MILLELIRE;da specificare;;;;fronte civico 35;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;0;12.446;419.055;-1;2;Autovettura privata;Sosta;;;;;;;
6013629;17;17/06/2022 08:00;Strada Urbana;VIA DOMENICO MILLELIRE;da specificare;;;;fronte civico 35;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;0;12.446;419.055;-1;3;Autovettura privata;Sosta;;;;;;;
6013743;17;14/06/2022 02:50;Strada Urbana;CIRCONVALLAZIONE TRIONFALE;in corrispondenza;;del civico n.;53;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.497;41.912;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
6013743;17;14/06/2022 02:50;Strada Urbana;CIRCONVALLAZIONE TRIONFALE;in corrispondenza;;del civico n.;53;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.497;41.912;-1;2;Autovettura privata;Sosta;;;;;;;
6013743;17;14/06/2022 02:50;Strada Urbana;CIRCONVALLAZIONE TRIONFALE;in corrispondenza;;del civico n.;53;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.497;41.912;-1;3;Autovettura privata;Sosta;;;;;;;
6013754;10;17/06/2022 12:20;Strada Urbana;VIA GIOACCHINO VOLPE;in corrispondenza;;del civico n.;11;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;3;12.624;418.388;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6013754;10;17/06/2022 12:20;Strada Urbana;VIA GIOACCHINO VOLPE;in corrispondenza;;del civico n.;11;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;3;12.624;418.388;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6013754;10;17/06/2022 12:20;Strada Urbana;VIA GIOACCHINO VOLPE;in corrispondenza;;del civico n.;11;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;3;12.624;418.388;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6013857;18;17/06/2022 16:30;Strada Urbana;VIA AURELIA;in corrispondenza;;del civico n.;125;;Ribaltamento senza urto contro ostacolo fisso;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;0;12.45;418.993;-1;1;Velocipede;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Esente;
6013860;6;17/06/2022 15:00;Strada Urbana;VIA CASILINA;da specificare;;;;altezza via vibio sequestre;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;125.337;41.883;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6013860;6;17/06/2022 15:00;Strada Urbana;VIA CASILINA;da specificare;;;;altezza via vibio sequestre;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;125.337;41.883;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6013860;6;17/06/2022 15:00;Strada Urbana;VIA CASILINA;da specificare;;;;altezza via vibio sequestre;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;125.337;41.883;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;
